mabn,macsyt,ten,cmnd,ngsinh,sonha,duong,quan,tinh,tsbenh,tsbenhgd,diung,matkhau
BN007776,CS000027,Do Quang Ai,79201007776,5/6/1996,4729,De La Thanh,Thanh Khe,An Giang,,,Imidazolidinyl ure,BN007776
BN007777,CS000018,Chu Vinh Chu,79201007777,4/28/1999,839,Truong Dinh,8,Thai Nguyen,,Benh tieu duong ,,BN007777
BN007778,CS000006,Nguyen  Nhu Ai,79201007778,4/20/1989,3335,Dang Tran Con,4,Lang Son,,,,BN007778
BN007779,CS000049,Le  The Khuong,79201007779,7/24/1997,2818,Pham Hong Thai,Tay Ho,Gia Lai,,Benh tim ,,BN007779
BN007780,CS000041,Ho Van Cong,79201007780,8/12/1982,4080,Nguyen Thai Hoc,Kien An,Bac Kan,,,Budesonide,BN007780
BN007781,CS000050,Bui Gia Chu,79201007781,3/8/1986,783,De La Thanh,3,Cao Bang,,,Bronopol,BN007781
BN007782,CS000005,Duong Minh Hai,79201007782,12/11/1955,3033,Hai Ba Trung,Thanh Khe,Ca Mau,,,Budesonide,BN007782
BN007783,CS000004,Duong Vuong Anh,79201007783,1/16/1951,4982,Dang Tran Con,Ba Dinh,Hoa Binh,,,Ethylenediamine,BN007783
BN007784,CS000041,Huong Thong Hung,79201007784,6/9/1968,2411,Nguyen Cong Tru,7,Thai Nguyen,,Benh mu mau ,,BN007784
BN007785,CS000039,Hoang Hung Lam,79201007785,4/6/1972,213,Nguyen Trung Truc,Hai Ba Trung,Bac Lieu,,Benh tieu duong ,,BN007785
BN007786,CS000045,Hua Thong Chi,79201007786,7/12/1956,1256,Pho Hue,Hoan Kiem,Nghe An,,Hoi chung Klinefelter,,BN007786
BN007787,CS000041,Phung Thanh Thi,79201007787,7/19/1996,4141,Ham Nghi,3,Binh Duong,,Benh tim ,Hon hop cao su den ,BN007787
BN007788,CS000010,Vo Hoang Long,79201007788,8/7/1969,2445,Cong Quynh ,Binh Tan,Ninh Thuan,,Hoi chung Down ,,BN007788
BN007789,CS000027,Truon The Nguyet,79201007789,3/31/1963,4694,Trung Nhi,Son Tra,Ba Ria-Vung Tau,,,,BN007789
BN007790,CS000027,Bui Xuan Lang,79201007790,8/15/1978,35,Ly Tu Trong,Thanh Xuan,Long An,,,,BN007790
BN007791,CS000049,Trung Minh Vinh,79201007791,7/1/1976,3583,Nguyen Cong Tru,Son Tra,Ninh Thuan,,,,BN007791
BN007792,CS000004,Huong Le Huong,79201007792,11/6/1975,1946,Ly Tu Trong,Duong Kinh,Hau Giang,,,,BN007792
BN007793,CS000025,Lac Vinh Hiep,79201007793,2/20/1954,894,Ba Trieu,Tan Phu,Quang Ninh,,,,BN007793
BN007794,CS000017,Trung Thu Tho,79201007794,7/1/1969,4164,Tran Hung Dao,Tan Binh,Hai Phong,,Benh tieu duong ,,BN007794
BN007795,CS000044,Lanh Phu Lam,79201007795,11/6/1993,3322,Ho Tung Mau,Tay Ho,Ben Tre,,Benh tieu duong ,,BN007795
BN007796,CS000023,Ho Thanh Bich,79201007796,10/23/1991,4255,Trinh Van Can,Le Chan,Ben Tre,,,Diazolidinyl ure,BN007796
BN007797,CS000050,Phan Nhu Binh,79201007797,7/9/1962,2217,Giai Phong,2,Hai Duong,,,Balsam của Peru,BN007797
BN007798,CS000031,Ngo Van Thinh,79201007798,5/15/1975,773,Truong Dinh,Son Tra,Nghe An,,,Bronopol,BN007798
BN007799,CS000030,La Van Phi,79201007799,6/16/1970,1832,Nguyen Du,Binh Thanh,Khanh Hoa,,Benh dong kinh ,Kali diicat,BN007799
BN007800,CS000036,Tran Dang Sinh,79201007800,12/9/1980,668,De La Thanh,8,Quang Ngai,,,Hon hop cao su den ,BN007800
BN007801,CS000008,Ngo Ba Thoa,79201007801,4/6/1986,4148,Cong Quynh ,4,Vinh Phuc,,,Bronopol,BN007801
BN007802,CS000049,Phan Thi Lam,79201007802,7/4/1993,4127,De Tham,Tu Liem,Vinh Phuc,,Benh bach tang,,BN007802
BN007803,CS000046,Duong Vuong Ly,79201007803,6/27/1974,4728,Cach Mang Thang Tam,Ba Dinh,Long An,,,,BN007803
BN007804,CS000036,Thinh Thu Ban,79201007804,5/4/1969,3868,Pham Hong Thai,Cam Le,Dien Bien,,Hoi chung Down ,Mercaptobenzothiazole,BN007804
BN007805,CS000031,Huynh Dang Luyen,79201007805,9/19/1965,1183,Nguyen Cong Tru,7,Hoa Binh,,Benh dong kinh ,,BN007805
BN007806,CS000012,Dang Anh Sang,79201007806,8/20/1970,2315,Phan Chu Trinh,12,Tay Ninh,,,,BN007806
BN007807,CS000027,Ly Tan Phi,79201007807,9/25/1989,975,Ho Tung Mau,11,Nghe An,,Benh dong kinh ,Bacitracin,BN007807
BN007808,CS000026,Hoang Dinh Nguyet,79201007808,11/19/1986,3535,Cong Quynh ,Tan Phu,Ha Giang,,Benh mau kho dong ,,BN007808
BN007809,CS000033,Khuong Hoang Nghiem,79201007809,1/12/1975,3909,Nguyen Thai Binh,Hoang Sa,Phu Yen,,,,BN007809
BN007810,CS000048,Lac Vuong Hung,79201007810,9/13/1958,4663,Trinh Van Can,Ha Dong ,Long An,,,,BN007810
BN007811,CS000032,Lanh Hieu Phi,79201007811,1/30/1977,2702,Nguyen Du,Hoang Mai,Nam Dinh,,Benh dong kinh ,Mercaptobenzothiazole,BN007811
BN007812,CS000036,Huynh Huy Pham,79201007812,5/24/1966,3710,Cong Quynh ,Cam Le,Hung Yen,,,,BN007812
BN007813,CS000019,Quach Ha Chanh,79201007813,8/17/1975,1365,Vo Van Kiet,Hai An,Bac Lieu,,Hoi chung Down ,Budesonide,BN007813
BN007814,CS000002,Do Gia Niem,79201007814,5/14/1992,3513,Le Loi,Go Vap,Dong Thap,,,,BN007814
BN007815,CS000001,La Dai Boc,79201007815,3/13/1974,777,Truong Dinh,Tan Binh,Tien Giang,,Benh tim ,Mercaptobenzothiazole,BN007815
BN007816,CS000003,Truon Thong Suong,79201007816,7/21/1972,3816,Bai Say,2,Lang Son,,Hoi chung Klinefelter,Diazolidinyl ure,BN007816
BN007817,CS000021,Bach Hieu Cong,79201007817,2/9/1966,986,Nguyen Thien Thuat,Ha Dong ,Quang Binh,,Benh mau kho dong ,,BN007817
BN007818,CS000050,Hinh Hung Loan,79201007818,11/3/1995,2857,Trinh Van Can,Tay Ho,Da Nang,,Hoi chung Turner,,BN007818
BN007819,CS000010,Truon Hoang Danh,79201007819,1/31/1981,1278,Nguyen Du,Thanh Xuan,Quang Ninh,,Cao huyet ap,Mercaptobenzothiazole,BN007819
BN007820,CS000009,Sam Van Va,79201007820,2/12/1992,4100,Nguyen Trung Truc,Thot Not,Nam Dinh,,,Imidazolidinyl ure,BN007820
BN007821,CS000004,Ly Vuong Dung,79201007821,5/31/1988,1721,Nguyen Trai,3,Quang Tri,,,,BN007821
BN007822,CS000020,Hoang Le Ai,79201007822,1/8/1968,3854,Nguyen Trung Truc,3,An Giang,,,Diazolidinyl ure,BN007822
BN007823,CS000025,Phung Mai Kien,79201007823,4/27/1979,1100,Phan Chu Trinh,Dong Da,Ben Tre,,Benh tieu duong ,,BN007823
BN007824,CS000005,Quan Quo Uyen,79201007824,3/3/1983,3558,Nguyen Cong Tru,8,Quang Ngai,,Hoi chung Down ,Hon hop cao su den ,BN007824
BN007825,CS000045,Phi Dai Luong,79201007825,7/31/1992,451,Phan Chu Trinh,5,Hai Phong,,Hoi chung Klinefelter,Balsam của Peru,BN007825
BN007826,CS000049,Huong Dai Nam,79201007826,9/10/1999,3029,Nguyen Chi Thanh,8,Dak Lak,,,Balsam của Peru,BN007826
BN007827,CS000016,Quach Hieu Canh,79201007827,10/2/1975,3509,Phan Boi Chau,Hoa Vang,Binh Dinh,,,,BN007827
BN007828,CS000033,Dang Vuong Thi,79201007828,3/4/1972,2914,Le Anh Xuan,Cau Giay,Thai Nguyen,,Benh mau kho dong ,,BN007828
BN007829,CS000019,Phi Hoang Khoa,79201007829,5/6/1971,2990,Bai Say,Ninh Kieu,Dak Nong,,Benh tieu duong ,Ethylenediamine,BN007829
BN007830,CS000047,Phan Viet Sang,79201007830,9/1/1974,3644,Cong Quynh ,Binh Thuy,Binh Duong,,,,BN007830
BN007831,CS000026,Hinh Hieu Boc,79201007831,12/17/1986,2387,Hai Ba Trung,Hoang Mai,Dong Nai,,,,BN007831
BN007832,CS000003,Trung Hoang Sinh,79201007832,9/24/1976,4080,Trung Trac,Ba Dinh,Khanh Hoa,,,,BN007832
BN007833,CS000029,La Vuong Nga,79201007833,5/1/1969,4116,Le Thi Rieng,Son Tra,Ha Tinh,,,Ethylenediamine,BN007833
BN007834,CS000050,Phan The Khoan,79201007834,6/23/1969,1927,Bui Vien,6,Hai Phong,,Benh mu mau ,,BN007834
BN007835,CS000016,Thinh Thu Song,79201007835,11/4/1997,2875,Nguyen Thai Hoc,7,Dak Nong,,Benh dong kinh ,Budesonide,BN007835
BN007836,CS000046,Lang Ngoc Vinh,79201007836,5/8/1974,2507,Bui Vien,Go Vap,Ha Nam,,Benh tieu duong ,,BN007836
BN007837,CS000028,Chau Kim Nguyet,79201007837,8/2/1971,3874,Dang Thi Nhu,Tu Liem,Vinh Long,,,,BN007837
BN007838,CS000046,Binh Viet Uyen,79201007838,5/13/1964,4837,Nguyen Trung Truc,7,Quang Ninh,,,Quaternium,BN007838
BN007839,CS000038,Tran Xuan Luyen,79201007839,7/28/1995,1927,Cong Quynh ,Thot Not,Da Nang,,Benh mau kho dong ,Bronopol,BN007839
BN007840,CS000032,Ho Thi Lang,79201007840,11/12/1994,1316,Dang Tran Con,Kien An,Quang Tri,,,Hon hop Carba,BN007840
BN007841,CS000046,Chu Thanh Manh,79201007841,2/26/1985,270,Bach Mai,9,Bac Ninh,,,,BN007841
BN007842,CS000017,Bach Nhu Au,79201007842,2/4/1952,2833,Nguyen Cong Tru,Lien Chieu,Bac Ninh,,Hoi chung Klinefelter,Quaternium,BN007842
BN007843,CS000015,Vo Duy Anh,79201007843,10/2/1984,994,Truong Dinh,Tay Ho,Ha Nam,,,,BN007843
BN007844,CS000003,Huong Thi Quoc,79201007844,11/16/1957,3889,Nguyen Thai Binh,Hong Bang,Vinh Phuc,,Benh mu mau ,Quaternium,BN007844
BN007845,CS000046,Quan An Thy,79201007845,7/18/1978,976,Le Loi,Hoang Sa,Quang Nam,,Benh mau kho dong ,,BN007845
BN007846,CS000018,Sam Vuong Song,79201007846,8/12/1991,1679,Truong Dinh,8,Ha Tinh,,Cao huyet ap,Hon hop Caine,BN007846
BN007847,CS000021,Vu Minh Nghiem,79201007847,5/5/1989,4206,Trung Nhi,Phu Nhuan,Cao Bang,,,,BN007847
BN007848,CS000026,Vo Hung Chi,79201007848,4/27/1996,423,Nguyen Du,Thu Duc,Ho Chi Minh,,,Balsam của Peru,BN007848
BN007849,CS000033,Thinh Hong Thinh,79201007849,8/14/1996,3860,Nguyen Thai Hoc,Ha Dong ,Ha Tinh,,Benh mu mau ,,BN007849
BN007850,CS000047,Phuong Ha Nham,79201007850,2/13/1987,4607,Cach Mang Thang Tam,Binh Thanh,Son La,,,,BN007850
BN007851,CS000042,Ngo Thong Nhiem,79201007851,8/30/1979,2556,Bui Vien,11,Hung Yen,,,Imidazolidinyl ure,BN007851
BN007852,CS000048,Trung Vinh Luan,79201007852,6/25/1999,3673,Le Thi Rieng,5,Dak Lak,,,,BN007852
BN007853,CS000014,Huynh The Khoa,79201007853,9/20/1982,2192,Cong Quynh ,11,Hai Duong,,,Ethylenediamine,BN007853
BN007854,CS000048,Hoang Thanh Chuong,79201007854,2/13/1952,4755,Ham Nghi,Cai Rang,Khanh Hoa,,Benh dong kinh ,,BN007854
BN007855,CS000042,Phan Huy Phi,79201007855,10/6/1959,4414,Le Thi Rieng,8,Lam Dong,,Benh tim ,Balsam của Peru,BN007855
BN007856,CS000038,Duong Ngoc Dao,79201007856,4/16/1984,2817,Dong Xuan,Hoa Vang,Quang Binh,,Hoi chung Turner,Diazolidinyl ure,BN007856
BN007857,CS000027,Phuong Hoang Lang,79201007857,1/26/1964,4936,Nguyen Trai,Thu Duc,Phu Tho,,,Ethylenediamine,BN007857
BN007858,CS000001,Dang Dang Chinh,79201007858,6/19/1968,1872,Dang Tran Con,O Mon,Soc Trang,,Hoi chung Down ,Imidazolidinyl ure,BN007858
BN007859,CS000023,Phuong An Phong,79201007859,4/9/1966,3505,Ba Trieu,Tan Binh,Tra Vinh,,,Hon hop Caine,BN007859
BN007860,CS000015,Dang Xuan Ban,79201007860,1/24/1975,4406,Ba Trieu,Duong Kinh,Bac Lieu,,,Disperse blue 106,BN007860
BN007861,CS000017,La Minh Thy,79201007861,3/16/1973,2813,Le Thanh Ton,Cam Le,Ninh Binh,,Benh mau kho dong ,Kali diicat,BN007861
BN007862,CS000026,Quan Van Nghiem,79201007862,9/24/1962,2080,Nguyen Thien Thuat,Thot Not,Son La,,,Hon hop Caine,BN007862
BN007863,CS000022,Chung Ba Thuy,79201007863,8/14/1972,2156,Pham Hong Thai,Lien Chieu,Quang Tri,,Benh mau kho dong ,Mercaptobenzothiazole,BN007863
BN007864,CS000033,Thinh Van Khoan,79201007864,10/16/1954,4511,Dang Thi Nhu,Hoang Mai,Dak Nong,,Hoi chung Turner,Disperse blue 106,BN007864
BN007865,CS000030,Quach Vinh Xuong,79201007865,5/4/1978,3028,Vo Van Kiet,Thanh Khe,Thua Thien-Hue,,Benh mau kho dong ,,BN007865
BN007866,CS000002,Phan Ba Nguyet,79201007866,2/8/1994,4185,Le Lai,Long Bien,Hai Phong,,Benh mu mau ,,BN007866
BN007867,CS000035,Phung Hieu Anh,79201007867,1/17/1979,4722,Cach Mang Thang Tam,1,Bac Giang,,,Mercaptobenzothiazole,BN007867
BN007868,CS000021,Chung Thanh Canh,79201007868,4/20/1952,3179,De La Thanh,Thu Duc,Vinh Long,,Benh bach tang,Hon hop cao su den ,BN007868
BN007869,CS000018,Chung Huy Nguyen,79201007869,4/13/1976,3097,Ham Nghi,Ngo Quyen,Kon Tum,,,,BN007869
BN007870,CS000030,Huynh Hieu Thi,79201007870,2/8/1987,232,Le Lai,10,Da Nang,,Cao huyet ap,Mercapto hon hop,BN007870
BN007871,CS000050,Phuong Gia Vy,79201007871,11/15/1978,3236,Phan Chu Trinh,Lien Chieu,Thai Binh,,,,BN007871
BN007872,CS000042,Bui Thu Chau,79201007872,3/29/1967,1124,Trung Trac,Hai Ba Trung,Binh Dinh,,,,BN007872
BN007873,CS000020,Ly Thu Hanh,79201007873,5/1/1964,3955,Phan Boi Chau,Tu Liem,Dien Bien,,Hoi chung Down ,,BN007873
BN007874,CS000035,Trung An Chanh,79201007874,11/27/1986,3030,Nguyen Thai Binh,Phu Nhuan,Bac Giang,,,,BN007874
BN007875,CS000017,Hinh Tan Hien,79201007875,11/23/1965,1086,Bui Vien,Hai Ba Trung,Hoa Binh,,,Kali diicat,BN007875
BN007876,CS000006,Phuong Le Thoa,79201007876,7/6/1952,2049,Truong Dinh,Hoa Vang,Ha Noi,,Benh bach tang,,BN007876
BN007877,CS000042,Quang Anh Chu,79201007877,12/6/1978,2185,Trinh Van Can,Long Bien,Nam Dinh,,Cao huyet ap,Hon hop Caine,BN007877
BN007878,CS000049,Dang Hong Chau,79201007878,2/13/1994,80,De Tham,12,Ha Tinh,,Benh mau kho dong ,,BN007878
BN007879,CS000011,Ly Duy Nghiem,79201007879,3/18/1963,2095,Nguyen Trai,Ninh Kieu,Ninh Binh,,,,BN007879
BN007880,CS000018,La Hung Lam,79201007880,3/25/1993,4414,Dang Thi Nhu,Duong Kinh,Quang Ngai,,,,BN007880
BN007881,CS000015,Huong Thanh Lieu,79201007881,7/26/1999,3093,Pho Hue,Ngo Quyen,Ninh Thuan,,,Bacitracin,BN007881
BN007882,CS000047,Bui Phu Anh,79201007882,7/31/1953,1460,Dang Thi Nhu,Son Tra,Bac Giang,,Benh bach tang,Bacitracin,BN007882
BN007883,CS000008,Ly Dinh Lang,79201007883,7/7/1961,3995,Le Anh Xuan,7,Tra Vinh,,,Mercapto hon hop,BN007883
BN007884,CS000015,Phung Huy Son,79201007884,11/1/1987,2129,Phan Boi Chau,10,Soc Trang,,,,BN007884
BN007885,CS000028,Chau Thu Xuong,79201007885,6/18/1962,1530,Dong Xuan,Tay Ho,Hai Duong,,Benh mau kho dong ,,BN007885
BN007886,CS000020,Tran Le Thuan,79201007886,1/11/1967,3685,Giai Phong,Duong Kinh,Lai Chau,,,Mercapto hon hop,BN007886
BN007887,CS000028,Binh Phu Chanh,79201007887,8/7/1985,2440,De Tham,Go Vap,Kon Tum,,,,BN007887
BN007888,CS000014,Truon Thu Luong,79201007888,5/17/1960,695,Hai Ba Trung,Hai Ba Trung,Da Nang,,Benh mau kho dong ,Bronopol,BN007888
BN007889,CS000025,Hoang Viet Ban,79201007889,8/16/2000,3429,Nguyen Du,Thanh Khe,Thai Nguyen,,,,BN007889
BN007890,CS000018,Chung Thong Phi,79201007890,5/21/1998,666,Dong Xuan,8,Ho Chi Minh,,Benh bach tang,Imidazolidinyl ure,BN007890
BN007891,CS000025,Duong Duc Thuy,79201007891,1/23/1984,948,De Tham,Cam Le,Hung Yen,,,,BN007891
BN007892,CS000037,Thinh Le Nham,79201007892,4/26/1983,4912,Trinh Van Can,Kien An,Binh Dinh,,,,BN007892
BN007893,CS000032,Bui Quo Nghia,79201007893,12/19/1993,2921,Nguyen Thai Hoc,6,Vinh Phuc,,,Bronopol,BN007893
BN007894,CS000045,Huong Ngoc Kien,79201007894,1/10/1977,3961,Pham Ngu Lao,Thanh Xuan,Ha Noi,,Benh tieu duong ,Kali diicat,BN007894
BN007895,CS000033,Phi Vinh Lam,79201007895,5/12/1987,2131,Pho Hue,Ngo Quyen,Yen Bai,,Benh mau kho dong ,,BN007895
BN007896,CS000027,Binh Duy Phi,79201007896,11/18/1977,394,Hai Ba Trung,Ngu Hanh Son,Da Nang,,,,BN007896
BN007897,CS000013,Quach Mai Suong,79201007897,1/4/1980,3097,Bai Say,Cau Giay,Quang Ninh,,Benh mau kho dong ,Bronopol,BN007897
BN007898,CS000014,Ho Minh Cung,79201007898,11/15/1961,3387,De Tham,Do Son,Hau Giang,,Benh bach tang,Disperse blue 106,BN007898
BN007899,CS000032,Huong Thi Dao,79201007899,1/29/2000,3347,Ham Nghi,Tan Phu,Bac Giang,,Benh bach tang,Disperse blue 106,BN007899
BN007900,CS000039,Quach Phu Dung,79201007900,2/23/1966,4601,Ba Trieu,2,Dak Lak,,Benh tim ,Hon hop Carba,BN007900
BN007901,CS000003,Cong Dieu Niem,79201007901,12/3/1976,4566,Cach Mang Thang Tam,Cai Rang,Khanh Hoa,,,Balsam của Peru,BN007901
BN007902,CS000026,Tran Gia Cat,79201007902,2/18/1990,498,De La Thanh,11,Cao Bang,,Benh tieu duong ,Imidazolidinyl ure,BN007902
BN007903,CS000004,Dang Minh Vy,79201007903,10/8/1980,4376,Giai Phong,Hoang Sa,Ha Tinh,,Cao huyet ap,,BN007903
BN007904,CS000045,Hinh Viet Kiet,79201007904,6/7/1966,2522,Vo Van Kiet,Duong Kinh,Tien Giang,,,,BN007904
BN007905,CS000033,Lang Kim Lam,79201007905,9/3/1980,1512,Hai Ba Trung,Ngu Hanh Son,Bac Kan,,Hoi chung Down ,Imidazolidinyl ure,BN007905
BN007906,CS000037,Quach Gia Cat,79201007906,2/28/1952,4550,Pham Hong Thai,Cam Le,Bac Kan,,,,BN007906
BN007907,CS000011,Phan Hieu Lang,79201007907,12/29/1992,919,Trung Trac,Thot Not,Lam Dong,,,,BN007907
BN007908,CS000050,Binh Ngoc Khanh,79201007908,7/16/1970,4140,Pham Hong Thai,Duong Kinh,Phu Tho,,Hoi chung Turner,,BN007908
BN007909,CS000002,Quan Dai Luan,79201007909,9/28/1958,3633,Le Loi,11,Tien Giang,,,Mercaptobenzothiazole,BN007909
BN007910,CS000044,Quan Ngoc Nham,79201007910,7/2/1970,2408,Le Anh Xuan,2,Bac Lieu,,Benh dong kinh ,Mercaptobenzothiazole,BN007910
BN007911,CS000015,Truon Minh Nguyen,79201007911,10/9/1980,4083,Le Thi Rieng,12,Binh Duong,,,,BN007911
BN007912,CS000006,Phi Tan Nghiem,79201007912,7/23/1984,747,Bai Say,Ngo Quyen,Tay Ninh,,,,BN007912
BN007913,CS000013,Lang Hoang Huyen,79201007913,4/22/1994,157,Cach Mang Thang Tam,6,Quang Ngai,,,,BN007913
BN007914,CS000001,Vo Dieu Sinh,79201007914,10/7/1959,2005,Trinh Van Can,Hoa Vang,Hai Phong,,,Hon hop cao su den ,BN007914
BN007915,CS000025,Chung Xuan Khoan,79201007915,2/9/1970,3863,Nguyen Chi Thanh,7,Kien Giang,,Benh dong kinh ,Bronopol,BN007915
BN007916,CS000019,Phung Thong Luong,79201007916,9/19/1950,1746,Bui Vien,Go Vap,Ha Noi,,,,BN007916
BN007917,CS000044,La Le Thy,79201007917,11/17/1975,2106,Cach Mang Thang Tam,Lien Chieu,Soc Trang,,Benh mu mau ,Imidazolidinyl ure,BN007917
BN007918,CS000020,Trung Le Khanh,79201007918,4/17/1987,3128,Nguyen Thai Binh,Thanh Xuan,Ben Tre,,,Hon hop Carba,BN007918
BN007919,CS000010,Phung Hoang Khoi,79201007919,6/13/1977,143,Dang Tran Con,Hai An,Tuyen Quang,,Hoi chung Down ,,BN007919
BN007920,CS000003,Thinh Hong Nga,79201007920,11/8/1978,2460,Ho Tung Mau,Son Tra,Gia Lai,,Hoi chung Turner,,BN007920
BN007921,CS000046,Pham Quang Chuong,79201007921,11/3/1971,1512,Nguyen Trai,Thanh Khe,Dien Bien,,,,BN007921
BN007922,CS000006,Phuong Quang Huyen,79201007922,4/6/1985,718,De Tham,Do Son,Ninh Thuan,,Benh tieu duong ,Bacitracin,BN007922
BN007923,CS000001,Huong Thu Bich,79201007923,11/2/2000,216,Ba Trieu,Binh Tan,Thua Thien-Hue,,Benh mau kho dong ,,BN007923
BN007924,CS000047,Cong Nhu Cuong,79201007924,2/19/1997,2394,Cong Quynh ,Thanh Khe,Son La,,Hoi chung Down ,Hon hop cao su den ,BN007924
BN007925,CS000047,Nguyen  Hieu Tho,79201007925,7/18/1971,1650,Bui Vien,Lien Chieu,Gia Lai,,,,BN007925
BN007926,CS000018,Ly Hieu Thy,79201007926,2/9/1971,2994,Bach Mai,12,Lang Son,,,Hon hop cao su den ,BN007926
BN007927,CS000033,Hoang Duy Manh,79201007927,8/24/2000,610,Tran Hung Dao,Cam Le,Long An,,,Diazolidinyl ure,BN007927
BN007928,CS000049,Trung Duc Lang,79201007928,1/6/1992,3814,Le Anh Xuan,Ha Dong ,Vinh Long,,,Bacitracin,BN007928
BN007929,CS000025,Ngo Viet Phe,79201007929,12/25/1961,3425,De Tham,Do Son,Tra Vinh,,Benh tim ,Diazolidinyl ure,BN007929
BN007930,CS000042,Huynh Thong Nga,79201007930,3/19/1996,1279,Bui Thi Xuan,Cai Rang,Thai Binh,,Benh dong kinh ,Ethylenediamine,BN007930
BN007931,CS000031,Quang Thanh Yen,79201007931,6/18/1956,393,Bai Say,10,Binh Phuoc,,,,BN007931
BN007932,CS000044,Ngo Ha Au,79201007932,11/2/1992,604,Nguyen Thai Hoc,9,Bac Ninh,,Benh mau kho dong ,Quaternium,BN007932
BN007933,CS000034,Quan Duy Ban,79201007933,8/7/1971,3838,Nguyen Chi Thanh,12,Lang Son,,Benh tim ,Mercaptobenzothiazole,BN007933
BN007934,CS000012,Bach Thi Nham,79201007934,11/13/1952,1721,Bui Vien,Hai Ba Trung,Ninh Thuan,,,,BN007934
BN007935,CS000020,Khuong Minh Sang,79201007935,3/23/1964,4199,De Tham,Phu Nhuan,Hung Yen,,,,BN007935
BN007936,CS000041,Ngo Ha Song,79201007936,1/23/1973,3011,Nguyen Trai,5,Quang Ninh,,Hoi chung Turner,Hon hop Carba,BN007936
BN007937,CS000049,Lanh Ngoc Nguyet,79201007937,10/17/1979,886,Dong Xuan,5,Lao Cai,,,Imidazolidinyl ure,BN007937
BN007938,CS000012,Vu Quo Uyen,79201007938,6/17/1990,3763,Nguyen Thi Minh Khai,Long Bien,Tay Ninh,,,,BN007938
BN007939,CS000006,Quan Hoang Chuc,79201007939,12/4/1993,4734,Nguyen Trai,Thot Not,Quang Nam,,,Bacitracin,BN007939
BN007940,CS000024,Chu Hieu Thuan,79201007940,7/15/1952,3620,Dang Tran Con,5,Khanh Hoa,,,Mercaptobenzothiazole,BN007940
BN007941,CS000018,Lang The Anh,79201007941,9/18/1972,1732,Hai Ba Trung,Le Chan,Quang Nam,,,Kali diicat,BN007941
BN007942,CS000041,Do Thi Uyen,79201007942,6/21/1956,764,Nguyen Du,Thu Duc,Hai Phong,,,Disperse blue 106,BN007942
BN007943,CS000018,Nguyen  Dang Phong,79201007943,7/31/1953,4096,Phan Van Truong,6,Lao Cai,,Cao huyet ap,,BN007943
BN007944,CS000037,Phan Thanh Chi,79201007944,4/23/1964,2225,Nguyen Cong Tru,Cau Giay,Kon Tum,,Benh mu mau ,Mercapto hon hop,BN007944
BN007945,CS000008,Quang Duy Chu,79201007945,10/11/1962,1162,Pho Hue,Thot Not,Quang Ninh,,Benh mu mau ,Disperse blue 106,BN007945
BN007946,CS000001,Tran Hong Cuong,79201007946,2/16/1990,4205,Truong Dinh,7,Ha Nam,,Hoi chung Turner,,BN007946
BN007947,CS000012,Pham Dieu Thu,79201007947,11/25/1956,1759,Bui Thi Xuan,Binh Tan,Hai Duong,,Hoi chung Turner,,BN007947
BN007948,CS000041,Ho Tan Lieu,79201007948,8/3/1992,2516,Le Anh Xuan,Thanh Khe,Lao Cai,,,Bacitracin,BN007948
BN007949,CS000025,Thinh Quang Hien,79201007949,9/7/1963,3176,Nguyen Chi Thanh,Hai An,Thai Nguyen,,,Bacitracin,BN007949
BN007950,CS000002,Trung Minh Nghia,79201007950,6/1/1970,4461,Truong Dinh,Hoang Sa,Bac Kan,,Benh bach tang,Bacitracin,BN007950
BN007951,CS000050,Chau Thu Huong,79201007951,2/17/1994,846,Pham Ngu Lao,4,Gia Lai,,Benh dong kinh ,Mercaptobenzothiazole,BN007951
BN007952,CS000040,Do Gia Quyen,79201007952,9/18/1998,4786,Nguyen Chi Thanh,Son Tra,Bac Lieu,,,Budesonide,BN007952
BN007953,CS000007,Hua Ba Sinh,79201007953,10/26/1955,88,De Tham,Ha Dong ,Hoa Binh,,,,BN007953
BN007954,CS000015,Hua Van Manh,79201007954,9/20/1992,1449,Le Thi Rieng,Binh Thuy,Tra Vinh,,Benh tim ,Imidazolidinyl ure,BN007954
BN007955,CS000030,Sam Vinh Thuong,79201007955,12/7/1997,4960,Truong Dinh,Hoan Kiem,Kon Tum,,Hoi chung Down ,,BN007955
BN007956,CS000029,Huong The Nhiem,79201007956,5/11/1964,2061,Giai Phong,4,An Giang,,Hoi chung Turner,Hon hop Carba,BN007956
BN007957,CS000046,Quan Vuong Nhiem,79201007957,8/15/1952,4951,Nguyen Du,Thot Not,Ha Noi,,,Bacitracin,BN007957
BN007958,CS000032,Phung Ngoc Kien,79201007958,2/7/1963,422,Vo Van Kiet,Hai An,Phu Yen,,Benh tim ,,BN007958
BN007959,CS000020,Phung Anh Lieu,79201007959,7/17/1975,4307,Nguyen Thai Binh,Go Vap,Binh Dinh,,Hoi chung Down ,Bronopol,BN007959
BN007960,CS000011,Quan Nhu Anh,79201007960,7/7/1996,3432,Phan Boi Chau,Duong Kinh,Binh Thuan,,Benh tieu duong ,,BN007960
BN007961,CS000027,La Thanh Lam,79201007961,6/13/1976,2546,Phan Boi Chau,4,Binh Duong,,Hoi chung Turner,,BN007961
